"Name_Adopt","RA_Adopt","Dec_Adopt","zem_Adopt","RA_UVES","Dec_UVES","RA_SSS","Dec_SSS","B_SSS","R1_SSS","R2_SSS","I_SSS","Name_SDSS","zem_SDSS","u_SDSS","g_SDSS","r_SDSS","i_SDSS","z_SDSS","Name_NED","zem_NED","Name_SIMBAD","zem_SIMBAD","Spec_status","NumExp","ExpTime","WavStart","WavEnd","WavCoverage","Dispersion","CNR","ResPowerNom","SlitWidths","Binnings","Settings","Seeing","ProgIDs","PIObjNames","DLAzabs","DLAlogNHI","DLAelogNHI","DLAReference"
"J105817+195150","10:58:17.90","+19:51:50.9",1.115,"10:58:17.84","+19:51:51.8","10:58:17.903","+19:51:50.82",17.58,17.41,16.97,16.34,"SDSS J105817.90+195150.9",1.115,17.282,17.253,16.931,16.897,17.019,"[HB89] 1055+201",1.11,"7C 1055+2008",1.11,0,5,1525,3283.0754765953,9466.7327902597,"3294.02-7522.45,7666.91-9466.73",2.5,"3,7,11,15,10","49.8,49.8,47.8,47.8,47.8",1,"2x2","390,437,580,760","0.61,0.61,0.61","076.A-0860(A)","4cm20.24",,,,
"J110325-264515","11:03:25.29","-26:45:15.8",2.145,"11:03:25.29","-26:45:17.5","11:03:25.298","-26:45:15.84",15.951,15.742,15.859,15.421,,,,,,,,"[HB89] 1100-264",2.145,"QSO B1100-2629",2.145,0,21,100272,3045.3186116209,10429.507931496,"3053.56-5238.60,5244.42-5578.99,5579.58-5759.29,5835.58-6063.46,6068.31-6770.17,6782.92-6824.11,6866.06-8531.50,8662.70-9096.14,9098.96-9505.54,9506.16-9767.68,9772.27-9925.13,9931.89-10087.79,10104.11-10255.84,10278.19-10429.51",1.5,"43,113,90,94,157","54.5,70.8,56.9,56.9,61.8","0.5,0.8,0.9,1.0","1x1,2x1,2x2","346,437,580,860","0.52,0.81,1.67","076.A-0463(A),60.O-9025(B)","qsom1101m264,qsom1101mm26m45",,,,
"J110633-182124","11:06:33.41","-18:21:24.1",2.303,"11:06:33.42","-18:21:24.9","11:06:33.419","-18:21:24.10",15.625,15.538,15.629,15.836,,,,,,,,"HE 1104-1805B",2.303,"[BDW2002] q1104-1805b",2.303,4,0,0,0,0,,0,,,,,,,,,,,,
"J110729+004811","11:07:29.03","+00:48:11.2",1.39,"11:07:29.18","+00:48:11.3","11:07:29.036","+00:48:11.06",17.517,17.074,17.006,16.762,"SDSS J110729.03+004811.2",1.39,17.803,17.626,17.296,17.187,17.202,"SDSS J110729.03+004811.1",1.391,"QSO B1104+0104",1.392,0,2,7200,3282.92144993,6653.5650401974,"3291.47-4517.70,4618.38-5600.57,5676.22-6617.05,6620.85-6653.57",2.5,"9,14,29,30,0","49.8,49.8,47.8,47.8,0.0",1,"2x2","390,564","0.60,1.25,2.26","074.A-0597(A)","sdssmq1107p0048ua,sdssmq1107p0048ub",,,,
"J110855+120953","11:08:55.46","+12:09:53.3",3.672,"11:08:55.50","+12:09:53.7","11:08:55.448","+12:09:53.28",20.703,18.391,18.607,18.186,"SDSS J110855.46+120953.3",3.672,22.969,20.158,18.622,18.528,18.382,"SDSS J110855.47+120953.3",3.672,"2MASS J11085546+1209533",3.672,0,10,37725,3279.826113547,9466.9108197538,"4120.28-5604.16,5673.61-7520.34,7664.43-7696.97,7699.03-7728.49,7728.62-7749.91,7750.11-7753.02,7753.21-7818.66,7818.85-7823.87,7824.14-7831.32,7831.51-7858.79,7859.91-7906.98,7907.17-7911.66,7911.92-8097.49,8097.62-8102.01,8102.15-8105.12,8105.25-8113.64,8113.91-8126.03,8126.30-8142.51,8142.65-8177.83,8178.04-8206.39,8206.59-8212.62,8212.89-8228.80,8228.93-8244.94,8245.07-8255.67,8255.81-8291.62,8291.75-8406.56,8406.77-8467.84,8468.34-8517.56,8517.70-8555.79,8556.00-8604.87,8605.02-8618.80,8618.95-8634.13,8634.27-8686.99,8687.14-8704.61,8704.83-8734.86,8735.08-8756.74,8756.96-8770.56,8770.70-8829.78,8829.92-8864.01,8864.16-8887.47,8888.81-8892.14,8892.29-8922.30,8922.67-8939.43,8939.65-9001.74,9001.97-9016.01,9016.24-9021.43,9021.58-9062.98,9063.13-9104.87,9105.02-9119.08,9119.23-9227.93,9228.16-9276.39,9276.62-9289.62,9289.78-9363.27,9363.43-9404.83,9405.38-9422.65,9422.80-9451.21,9451.37-9466.91",2.5,"0,14,53,40,14","0.0,41.5,41.1,41.1,47.8","1.0,1.2","2x2","390,437,564,760","0.67,1.02,1.29","080.A-0482(A),083.A-0042(A)","j1108p1209,sdss1108p12",3.396,20.65,0.06,"Penprase et al. (2010)"
"J111109+144238","11:11:09.65","+14:42:38.2",3.1,"11:11:09.69","+14:42:37.8","11:11:09.653","+14:42:38.30",19.507,18.267,18.676,18.489,"SDSS J111109.65+144238.2",3.1,20.809,19.154,18.759,18.677,18.596,"SDSS J111109.65+144238.2",3.092,"SDSS J111109.65+144238.2",3.092,0,1,4500,3282.7191188306,6810.9546441084,"3383.24-3402.00,3402.37-4520.32,4783.46-5758.25,5834.23-6068.04,6072.30-6763.36,6766.12-6779.22,6779.34-6798.87,6799.04-6809.31",2.5,"3,5,12,12,0","49.8,49.8,47.8,47.8,0.0",1,"2x2","390,580","1.18,1.35,1.57","081.A-0334(A)","j111109.65p144238.2",2.6,21.35,0.15,"Prochaska et al. (2009)"
"J111113-080401","11:11:13.76","-08:04:01.9",3.922,"11:11:13.72","-08:04:02.5","11:11:13.766","-08:04:01.95",20.386,,18.242,17.9,,,,,,,,"BRI 1108-0747",3.922,"QSO B1108-077",3.922,0,9,35698,3758.6399261204,10429.367455726,"4394.40-6301.50,6302.60-6364.98,6365.99-7751.77,7753.71-7842.61,7844.24-7853.86,7856.81-7861.66,7863.89-7869.27,7870.58-7915.08,7916.79-7965.86,7968.06-7981.49,7982.62-8053.97,8054.84-8063.64,8065.26-8290.49,8291.46-8300.59,8302.25-8346.40,8347.87-8400.80,8402.41-8828.73,8830.42-8887.23,8889.23-8944.78,8946.49-9377.87,9379.43-9472.26,9474.08-9478.82,9480.40-9505.10,9506.13-10087.30,10092.10-10255.50,10261.92-10428.67",2.5,"0,35,25,24,32","0.0,49.8,47.8,52.0,49.9","0.9,1.0","2x2","437,480,520,580,800,860","0.40,0.76,1.13","67.A-0022(A),68.A-0492(A),68.B-0115(A)","bri1108m0747",3.608,20.37,0.07,"Zafar et al. (2013)"
"J111119+133603","11:11:19.10","+13:36:03.8",3.475,"11:11:19.04","+13:36:05.7","11:11:19.097","+13:36:04.04",18.503,17.384,17.296,16.863,"SDSS J111119.10+133603.8",3.475,22.191,18.109,17.302,17.189,17.073,"SDSS J111119.10+133603.8",3.481,"2MASS J11111910+1336039",3.481,0,1,3600,3283.2156707324,6811.7576666872,"3823.29-4516.22,4517.05-4521.23,4778.88-5758.88,5834.92-6062.23,6075.44-6106.22,6106.32-6168.04,6168.25-6232.78,6234.03-6286.34,6286.44-6302.29,6302.40-6422.03,6422.19-6637.76,6637.87-6708.37,6708.60-6811.76",2.5,"0,6,22,15,0","0.0,49.8,47.8,47.8,0.0",1,"2x2","390,580","2.43,2.61,2.79","080.A-0482(A)","sdss1111p13",3.201,21.2,0.15,"Prochaska et al. (2009)"
"J111350-153333","11:13:50.60","-15:33:33.9",3.37,"11:13:50.64","-15:33:32.0","11:13:50.601","-15:33:33.92",18.41,17.512,17.283,17.36,,,,,,,,"2MASSi J1113506-153333",3.37,"QSO B1111-1517",3.37,0,7,25200,3285.5962824038,9903.8497372966,"3889.79-5599.62,5673.84-6301.81,6302.29-6365.25,6365.83-7862.25,7863.24-7915.41,8088.63-8492.72,8500.80-9378.26,9379.28-9441.90,9442.45-9903.85",2.5,"0,55,38,54,38","0.0,49.8,52.0,52.0,52.0","0.9,1.0","2x2","390,437,564,800","0.54,0.74,1.84","68.A-0492(A)","ctq298",3.265,21.3,0.05,"Zafar et al. (2013)"
"J111358+144226","11:13:58.69","+14:42:26.9",0.866,"11:13:58.74","+14:42:26.5","11:13:58.704","+14:42:27.02",17.76,16.839,16.957,16.834,"SDSS J111358.69+144226.9",0.866,17.824,17.638,17.528,17.493,17.34,"[HB89] 1111+149",0.866,"QSO B1111+149",0.866,0,4,3430,3283.1079577395,9466.9843398154,"3298.28-7522.28,7671.21-8468.19,8468.33-9466.98",2.5,"5,11,16,19,9","49.8,49.8,47.8,47.8,47.8",1,"2x2","390,437,580,760","0.47,0.57,0.67","076.A-0860(A)","pksm1111p149",,,,
"J111654-221652","11:16:54.58","-22:16:52.4",2.282,"11:16:54.53","-22:16:54.2","11:16:54.589","-22:16:52.44",20.583,19.568,19.359,18.61,,,,,,,,"PKS B1114-220",2.282,"OHIO M -224",2.282,0,10,14115,3285.7378579787,6651.8359636358,"3759.90-4523.09,4618.56-4657.16,4658.75-5598.97,5672.85-6651.84",2.5,"0,1,9,8,0","0.0,49.8,47.8,47.8,0.0",1,"2x2","390,564","0.60,1.12,1.77","71.B-0081(A)","mrcb1114m220",,,,
"J111727-083857","11:17:27.15","-08:38:57.3",4.495,"11:17:27.20","-08:38:56.4","11:17:27.150","-08:38:57.36",,,19.522,18.669,,,,,,,,"BRI 1114-0822",4.495,"QSO B1114-083",4.495,0,6,35579,4779.5692095165,10428.9640577436,"4970.00-5579.03,5579.50-5760.33,5835.56-5897.25,5897.60-6067.20,6070.34-6301.99,6302.36-6774.55,6783.20-6845.08,6857.83-6927.95,6941.42-6993.13,6997.74-8525.46,8663.13-9087.13,9098.81-10087.25,10088.85-10255.27,10259.72-10428.96",2.5,"0,0,14,19,9","0.0,0.0,47.8,47.8,47.8",1,"2x2","580,860","0.53,1.11,2.19","074.A-0801(B)","b1114m0822",,,,
"J112010-134625","11:20:10.31","-13:46:25.9",3.958,"11:20:10.21","-13:46:25.8","11:20:10.315","-13:46:25.92",20.829,17.723,17.917,17.062,,,,,,,,"2MASSi J1120103-134625",3.958,"QSO J1120-1346",3.958,0,10,34105,4090.0145470612,9766.4728915202,"4090.01-9766.47",2.5,"0,15,46,52,59","0.0,49.8,47.8,47.8,47.8",1,"2x1,2x2","470,480,710,725,750,790","0.38,0.68,1.32","65.P-0038(A),69.B-0108(A),71.B-0136(A)","br1117,br1117m1329,brm1117m1329",3.35,20.95,0.1,"Ledoux et al. (2006)"
"J112229+180526","11:22:29.70","+18:05:26.4",1.041,"11:22:29.74","+18:05:26.4","11:22:29.710","+18:05:26.44",18.022,17.01,16.953,16.691,"SDSS J112229.70+180526.4",1.041,18.326,17.823,17.262,17.118,17.028,"[HB89] 1119+183",1.04,"QSO B1119+183",1.04,0,4,2840,3282.991469293,9466.6484403223,"3307.06-5237.41,5246.15-7520.00,7667.61-8829.61,8829.75-8888.41,8888.56-9466.65",2.5,"2,7,12,22,15","49.8,49.8,47.8,47.8,47.8",1,"2x2","390,437,580,760","0.66,0.74,0.87","076.A-0860(A)","ommp133",,,,
"J112442-170517","11:24:42.86","-17:05:17.4",2.4,"11:24:42.80","-17:05:16.9","11:24:42.866","-17:05:17.43",16.307,16.165,16.01,15.718,,,,,,,,"2MASSi J1124428-170517",2.4,"QSO J1124-1705",2.4,0,43,150502,3046.6778429862,10429.4132452416,"3059.48-6838.20,6839.57-8525.32,8660.67-9088.09,9097.24-9767.69,9771.99-9925.14,9939.45-10087.80,10097.30-10255.85,10273.83-10429.41",1.5,"90,84,181,209,54","49.0,49.0,46.5,46.5,56.9","0.7,0.8,0.9,1.0,1.4","1x1,2x1,2x2","346,390,437,564,580,860","0.44,0.70,1.89","073.B-0420(A),60.O-9025(B),68.A-0570(A)","he1122m1648,qsom1122m1648",,,,
"J112910-231628","11:29:10.84","-23:16:28.1",1.019,"11:29:10.80","-23:16:28.0","11:29:10.840","-23:16:28.16",17.61,17.241,17.301,17.003,,,,,,,,"2MASSi J1129108-231628",1.019,"[VV96] J112910.9-231628",1.019,0,1,1470,3283.2399389274,6654.3215092072,"3290.45-4520.21,4621.25-4696.15,4696.43-5132.09,5132.35-5601.48,5675.73-6298.61,6300.92-6348.18,6348.28-6479.26,6479.37-6654.32",2.5,"4,5,13,14,0","49.8,49.8,47.8,47.8,0.0",1,"2x2","390,564","1.18,1.38,1.58","078.A-0068(A)","he1126m2259",,,,
"J112932+020422","11:29:32.71","+02:04:22.8",1.192,"11:29:32.77","+02:04:22.8","11:29:32.711","+02:04:22.81",18.001,17.023,17.255,17.181,"SDSS J112932.71+020422.8",1.192,18.098,17.67,17.346,17.37,17.432,"SDSS J112932.64+020422.8",1.193,"QSO B1126+0220",1.193,0,4,5860,3282.4747497119,9465.4741846267,"3283.16-5599.66,5674.22-7521.27,7665.06-8466.49,8467.19-8887.16,8887.68-9441.04,9441.59-9460.11,9460.34-9465.47",2.5,"7,12,24,28,14","41.5,41.5,41.1,41.1,41.1",1.2,"2x2","390,437,564,760","0.74,1.16,1.74","079.A-0656(A)","j1129p0204",,,,
"J113007-144927","11:30:07.06","-14:49:27.3",1.184,"11:30:06.92","-14:49:26.9","11:30:07.063","-14:49:27.37",16.832,16.214,16.037,16.335,,,,,,,,"[HB89] 1127-145",1.184,"[CGK2006] QSO 1127-145 -00.13+0.57",0,0,7,24900,3043.8233623452,6813.8697817183,"3046.82-3054.43,3055.32-3057.79,3058.48-3065.32,3066.04-3277.23,3286.86-3305.11,3306.69-3377.58,3377.98-4520.90,4619.80-4658.14,4660.31-4674.01,4674.48-4777.21,4778.89-4925.35,4926.50-5578.05,5579.03-5821.37,5821.80-5890.81,5892.19-5896.36,5898.04-6274.77,6309.77-6364.68,6365.79-6547.50,6548.32-6808.02",2.5,"37,28,88,89,0","49.8,49.8,47.8,47.8,0.0",1,"2x2","346,390,564,580","0.42,0.76,1.21","67.A-0567(A),69.A-0371(A)","1127m145,pks1127m14",,,,
"J113010+041128","11:30:10.58","+04:11:28.0",3.93,"11:30:10.64","+04:11:27.9","11:30:10.580","+04:11:28.16",,18.519,17.953,16.968,"SDSS J113010.58+041128.0",3.93,23.97,22.177,19.294,18.087,17.399,"SDSS J113010.58+041128.0",3.93,"2MASS J11301059+0411278",3.93,0,7,22982,3759.6915461138,9466.856664344,"5678.59-5920.42,5930.70-7520.48,7665.92-8432.56,8433.34-8467.51,8468.43-8829.58,8830.32-8888.31,8889.13-9378.69,9379.32-9442.34,9443.05-9466.86",2.5,"0,0,0,36,43","0.0,0.0,0.0,56.9,56.9",0.8,"2x2","437,760","0.57,1.49,2.94","080.B-0445(A)","1130p0411",,,,
"J114254+265457","11:42:54.26","+26:54:57.5",2.625,"11:42:54.38","+26:55:00.4","11:42:54.277","+26:54:57.48",16.925,16.369,16.715,16.419,"SDSS J114254.26+265457.5",2.625,17.518,16.813,16.663,16.627,16.475,"2MASSi J1142542+265457",2.63,"QSO B1140+2711",2.63,0,13,45396,3755.3233351027,10429.0316782654,"3757.92-3913.74,3914.43-3989.83,3991.06-4302.52,4303.78-4984.10,6706.25-6774.20,6783.47-6853.75,6864.05-6986.53,7004.68-8529.92,8662.10-9766.73,9773.65-9924.11,9934.05-9963.25,9965.00-10086.90,10093.96-10255.17,10270.83-10429.03",2.5,"0,99,0,0,113","0.0,59.8,0.0,0.0,56.9",0.8,"2x2","437,860","0.42,0.72,1.23","69.A-0246(A)","hsm1140p2711",,,,
"J114608-244732","11:46:08.09","-24:47:32.8",1.94,"11:46:08.12","-24:47:33.2","11:46:08.092","-24:47:32.88",17.974,17.471,17.494,16.822,,,,,,,,"[HB89] 1143-245",1.94,"QSO B1143-245",1.94,0,4,4905,3283.1792154075,9467.0319206398,"3296.54-4739.54,4751.93-7522.69,7670.16-8888.77,8888.99-8922.71,8922.86-9467.03",2.5,"7,18,19,28,21","49.8,49.8,47.8,47.8,47.8",1,"2x2","390,437,580,760","0.54,0.73,0.91","076.A-0860(A)","pksm1143m245",,,,
"J115122+020426","11:51:22.14","+02:04:26.3",2.397,"11:51:22.14","+02:04:25.9","11:51:22.110","+02:04:26.08",19.006,,18.435,17.894,"SDSS J115122.14+020426.3",2.397,20.364,19.056,18.638,18.478,18.115,"SDSS J115122.14+020426.3",2.401,"2MASS J11512213+0204260",2.401,0,14,52771,3282.9072822234,9466.9582863595,"3284.96-5602.04,5673.73-7525.83,7652.28-9466.96",2.5,"19,24,33,58,31","41.5,41.5,41.1,41.1,41.1",1.2,"2x2","390,437,564,760","0.66,1.02,2.62","080.A-0795(A),092.B-0574(A)","j115122p020426,q1151p020",1.969,20.84,0.14,"Parks et al. (2018)"
"J115153+150945","11:51:53.86","+15:09:45.0",3.084,"11:51:53.90","+15:09:44.2","11:51:53.899","+15:09:45.03",19.468,18.659,18.639,18.995,"SDSS J115153.86+150945.0",3.084,22.063,19.306,19.089,19.084,18.886,"SDSS J115153.86+150945.0",3.078,"SDSS J115153.86+150945.0",3.078,0,1,4800,3282.5719590809,7005.8713623361,"3508.06-4520.65,4978.38-5957.72,6038.39-6996.35,7000.38-7005.87",2.5,"0,6,13,13,0","0.0,49.8,47.8,47.8,0.0",1,"2x2","390,600","0.58,0.61,0.64","081.A-0334(A)","j115153.86p150945.0",,,,
"J115411+063427","11:54:11.07","+06:34:27.2",2.755,"11:54:11.25","+06:34:27.9","11:54:11.104","+06:34:26.80",18.577,18.389,18.131,17.903,"SDSS J115411.07+063427.2",2.755,19.344,18.302,18.151,18.143,17.988,"[HB89] 1151+068",2.762,"QSO B1151+0651",2.762,0,6,21600,3052.148985091,10430.2225775326,"3072.68-5578.12,5578.59-5758.82,5835.20-6301.17,6301.75-6364.65,6365.24-6828.41,6831.48-6843.23,6859.00-6925.90,6941.63-6992.52,6996.02-7751.76,7752.41-8345.84,8346.53-8523.71,8661.14-9121.40,9127.34-10086.03,10087.63-10254.72,10256.85-10430.22",2.5,"12,28,27,25,20","49.8,49.8,47.8,47.8,47.8",1,"2x2","346,437,580,860","0.45,0.64,0.74","65.O-0158(A)","q1151p068",1.775,21.3,0.08,"Zafar et al. (2013)"
"J115538+053050","11:55:38.60","+05:30:50.6",3.463,"11:55:38.60","+05:30:50.0","11:55:38.612","+05:30:50.61",19.257,18.323,17.73,17.645,"SDSS J115538.60+053050.6",3.463,25.545,19.222,18.232,18.001,17.947,"SDSS J115538.60+053050.5",3.475,"2MASS J11553860+0530510",3.475,0,5,18600,3282.9650936072,9467.1249977259,"3952.37-5600.45,5674.83-7522.01,7664.42-8830.05,8830.20-8888.78,8889.01-9467.12",2.5,"0,23,29,35,27","0.0,49.8,52.0,52.0,52.0","0.9,1.0","2x2","390,437,564,760","0.64,0.85,1.52","076.A-0376(A),080.A-0482(A)","j115538p053050,sdss1155p05","2.608,3.327","20.37,21.0","0.11,0.1","Zafar et al. (2013)"
"J115906+133737","11:59:06.52","+13:37:37.7",4.05,"11:59:06.50","+13:37:38.0","11:59:06.533","+13:37:37.77",19.482,17.234,17.197,17.019,"SDSS J115906.52+133737.7",4.05,23.059,19.25,17.915,17.551,17.308,"2MASSi J1159065+133738",3.984,"QSO J1159+1337",3.984,0,1,3000,4778.0471748226,6810.7392583068,"4778.05-5358.73,5359.00-5578.60,5579.02-5758.07,5832.73-6301.82,6302.19-6357.40,6358.46-6365.41,6365.68-6497.56,6497.72-6570.74,6570.96-6645.63,6645.79-6649.51,6649.62-6699.04,6699.15-6760.94,6761.06-6771.55,6771.72-6777.03,6777.20-6810.74",2.5,"0,0,19,19,0","0.0,0.0,47.8,47.8,0.0",1,"2x2",580,"0.63,0.86,1.09","074.A-0306(B)","pss1159p1337",,,,
"J115944+011206","11:59:44.82","+01:12:06.9",2.002,"11:59:45.42","+01:12:10.3","11:59:44.830","+01:12:06.85",18.102,17.395,17.231,16.461,"SDSS J115944.82+011206.9",2.002,18.462,17.589,17.283,17.021,16.775,"[HB89] 1157+014",2,"QSO J1159+0112",1.986,0,13,27760,3049.1664741921,9467.1761122713,"3102.10-7517.41,7562.81-9467.18",2.5,"17,29,36,67,33","49.8,49.8,47.8,47.8,47.8","0.9,1.0,1.2","2x2","346,380,390,437,550,580,750,760","0.45,0.88,1.89","076.A-0860(A),079.B-0469(A),65.O-0063(B),67.A-0078(A),68.A-0461(A)","pks1157p014,pksm1157p014,pksmb1157p014,q1157p014",1.944,21.8,0.1,"Wolfe et al. (1981)"
"J120044-185944","12:00:44.93","-18:59:44.3",2.448,"12:00:44.95","-18:59:43.2","12:00:44.934","-18:59:44.34",17.084,16.832,16.778,16.371,,,,,,,,"[HB89] 1158-187 NED02",2.448,"QSO J1200-1859",2.453,0,12,43200,3045.5983142825,10430.0791223849,"3051.32-5758.88,5837.26-6848.84,6856.39-6930.89,6941.36-6993.76,6997.03-8524.31,8661.46-9088.63,9094.77-9925.53,9929.66-10088.16,10093.46-10256.28,10266.81-10430.08",2.5,"40,58,76,78,70","49.8,49.8,47.8,47.8,47.8",1,"2x2","346,437,580,860","0.42,0.76,1.77","166.A-0106(A)","he1158m1843",,,,
"J120342+102831","12:03:42.24","+10:28:31.7",1.894,"12:03:42.27","+10:28:31.8","12:03:42.248","+10:28:31.80",17.742,17.82,17.184,16.77,"SDSS J120342.24+102831.7",1.894,18.018,17.894,17.772,17.515,17.471,"SDSS J120342.24+102831.7",1.888,"2MASS J12034225+1028318",1.888,0,7,9805,3282.3402939936,9466.6651943592,"3282.34-4516.45,4618.91-5599.25,5673.65-7518.70,7663.79-8887.31,8887.61-9441.36,9441.52-9466.67",2.5,"17,15,20,28,22","41.5,41.5,41.1,41.1,41.1",1.2,"2x2","390,564,760","0.56,0.96,1.37","079.A-0656(A)","j1203p1028",,,,
"J120523-074232","12:05:23.11","-07:42:32.7",4.695,"12:05:23.17","-07:42:32.7","12:05:23.115","-07:42:32.74",21.799,,18.878,17.193,,,,,,,,"2MASSi J1205231-074232",4.695,"QSO J1205-0742",4.695,0,22,91868,3279.6483236778,10430.0399507923,"4979.97-5766.89,5834.22-8531.32,8662.00-10086.95,10097.21-10255.65,10262.75-10430.04",2.5,"0,0,98,90,51","0.0,0.0,47.8,47.8,47.8",1,"2x2","390,437,580,860","0.37,0.73,1.77","166.A-0106(A),66.A-0594(A),71.B-0106(A)","b1202m0725,br1202m0725,q1202m0725",4.383,20.6,0.14,"Zafar et al. (2013)"
"J120550+020131","12:05:50.18","+02:01:31.5",2.132,"12:05:50.02","+02:01:31.0","12:05:50.198","+02:01:31.49",17.933,17.165,17.069,16.661,"SDSS J120550.18+020131.5",2.132,17.927,17.465,17.052,16.94,16.798,"UM 474",2.133,"LEDA 38336",2.134,0,1,3000,3284.4055894069,6814.794683014,"3292.25-3515.06,3515.36-3591.93,3592.14-4373.73,4374.39-4520.04,4781.17-4806.48,4812.29-4843.21,4849.84-4860.85,4861.18-4883.97,4888.66-4923.23,4928.48-4962.63,4969.26-5177.03,5177.38-5758.28,5838.88-6663.02,6667.41-6809.97",2.5,"9,9,21,21,0","49.8,49.8,47.8,47.8,0.0",1,"2x2","390,580","0.52,0.60,0.69","273.A-5020(A)","he1203p0218",1.747,20.4,0.1,"Zafar et al. (2013)"
"J120917+113830","12:09:17.93","+11:38:30.3",3.103,"12:09:17.86","+11:38:29.4","12:09:17.936","+11:38:30.27",17.927,16.887,16.878,16.599,"SDSS J120917.93+113830.3",3.103,20.364,17.613,17.443,17.426,17.378,"[HB89] 1206+119",3.105,"QSO B1206+119",3.105,0,1,3900,3283.2300044161,7006.2824939601,"3509.18-4211.80,4212.22-4521.33,4978.55-4999.06,5001.86-5056.08,5058.36-5578.90,5579.65-5670.55,5672.16-5958.11,6038.75-6997.52,7000.38-7006.28",2.5,"0,4,11,12,0","0.0,49.8,47.8,47.8,0.0",1,"2x2","390,600","2.14,2.47,2.80","080.A-0482(A)","sdss1209p11",,,,
"J121134+090220","12:11:34.95","+09:02:20.8",3.287,"12:11:35.07","+09:02:22.7","12:11:34.948","+09:02:21.18",19.059,18.123,18.211,18.281,"SDSS J121134.95+090220.8",3.287,22.805,19.147,18.656,18.464,18.477,"[HB89] 1209+093",3.292,"QSO B1209+092",3.297,0,6,27365,3282.9540726847,10428.5450097486,"3776.41-6840.19,6844.41-6864.87,6865.62-6922.07,6929.98-8515.59,8650.73-10086.43,10087.94-10254.52,10258.80-10428.55",2.5,"0,19,19,21,21","0.0,49.8,47.8,47.8,47.8","0.9,1.0","2x2","390,437,564,580,860","0.49,0.69,1.41","073.B-0787(A),081.A-0334(A),67.A-0146(A)","j121134.95p090220.8,q1209p0919,qsom1209p0919",2.584,21.4,0.1,"Zafar et al. (2013)"
"J121140+103002","12:11:40.59","+10:30:02.0",2.191,"12:11:40.81","+10:30:01.4","12:11:40.599","+10:30:02.14",17.425,17.334,17.406,17.195,"SDSS J121140.59+103002.0",2.191,18.526,18.035,18.049,17.835,17.58,"LBQS 1209+1046",2.192,"LBQS 1209+1046",2.193,0,4,14400,3285.0856284184,6654.0103939201,"3285.09-4522.53,4618.88-4690.18,4696.40-5578.99,5579.54-5600.10,5674.71-6653.07",2.5,"13,17,34,34,0","49.8,49.8,47.8,47.8,0.0",1,"2x2","390,564","0.52,0.62,0.82","68.A-0170(A)","q1209p107",,,,
"J121303+171423","12:13:03.01","+17:14:23.2",2.569,"12:13:02.99","+17:14:25.5","12:13:03.036","+17:14:23.30",17.245,16.987,17.183,16.86,"SDSS J121303.01+171423.2",2.569,18.499,17.793,17.692,17.639,17.308,"LBQS 1210+1731",2.543,"LBQS 1210+1731",2.543,0,7,30500,3047.6896790565,10431.0635066608,"3054.30-3875.01,6705.88-6856.35,6864.53-6994.08,7007.68-8526.32,8670.66-8887.94,8889.42-9925.22,9935.16-9964.45,9965.69-10088.10,10102.08-10256.65,10274.97-10429.58",2.5,"28,0,0,0,53","49.8,0.0,0.0,0.0,52.0","0.9,1.0","2x2","346,860","0.55,0.86,1.62","70.B-0258(A)","q1210p17",1.892,20.7,0.08,"Zafar et al. (2013)"
"J121332+130720","12:13:32.17","+13:07:20.9",1.141,"12:13:32.20","+13:07:22.8","12:13:32.185","+13:07:21.27",17.874,17.579,17.101,17.076,"SDSS J121332.17+130720.9",1.141,18.662,18.313,18.03,17.926,17.77,"LBQS 1210+1324",1.139,"4C 13.46",1.139,0,4,1960,3283.1283278395,9467.1220245247,"3296.82-7522.76,7667.42-9467.12",2.5,"1,5,7,11,7","49.8,49.8,47.8,47.8,47.8",1,"2x2","390,437,580,760","0.73,0.97,1.04","076.A-0860(A)","4cmp13.46",,,,
"J121509+330955","12:15:09.22","+33:09:55.1",0.615,"12:15:09.21","+33:09:54.7","12:15:09.245","+33:09:55.47",16.192,16.511,16.369,15.977,"SDSS J121509.22+330955.1",0.615,16.805,16.416,16.493,16.496,16.634,"TON 1480",0.616,"QSO B1212+3326",0.616,0,4,18467,3278.2151000725,6657.6701995776,"3287.88-4519.66,4621.50-5578.05,5579.31-5602.53,5672.90-6016.77,6029.78-6245.23,6258.21-6364.47,6366.16-6613.46,6619.31-6655.73",2.5,"31,52,86,69,0","49.8,49.8,47.8,47.8,0.0",1,"2x2","390,564","0.70,0.88,1.57","69.A-0371(A)","ton1480",,,,
"J122040+092326","12:20:40.23","+09:23:26.9",3.14,"12:20:40.28","+09:23:26.6","12:20:40.234","+09:23:27.02",19.024,18.024,18.056,17.707,"SDSS J122040.23+092326.9",3.14,22.208,18.602,18.177,17.991,17.933,"SDSS J122040.23+092326.8",3.174,"SDSS J122040.23+092326.8",3.174,0,4,12000,3045.2014536848,9466.7784131588,"3769.83-5239.36,5241.67-5578.85,5579.27-7519.73,7665.54-9326.36,9326.91-9441.94,9442.97-9466.78",2.5,"0,16,21,31,20","0.0,49.8,47.8,47.8,47.8",1,"2x2","346,437,580,760","0.80,1.17,1.63","080.A-0014(B)","j1220p0923",3.133,20.75,0.2,"Prochaska et al. (2008)"
